Readcode,MedicalCondition
F492200,CPRD_blind
F492300,CPRD_blind
F492400,CPRD_blind
F492500,CPRD_blind
F492.00,CPRD_blind
F492z00,CPRD_blind
F493.00,CPRD_blind
F494.00,CPRD_blind
F495000,CPRD_blind
F495100,CPRD_blind
F495200,CPRD_blind
F495300,CPRD_blind
F495400,CPRD_blind
F495500,CPRD_blind
F495600,CPRD_blind
F495800,CPRD_blind
F495A00,CPRD_blind
F495.00,CPRD_blind
F495z00,CPRD_blind
F496000,CPRD_blind
F496100,CPRD_blind
F496200,CPRD_blind
F496300,CPRD_blind
F496400,CPRD_blind
F496500,CPRD_blind
F496600,CPRD_blind
F496.00,CPRD_blind
F496z00,CPRD_blind
F497.00,CPRD_blind
F498.00,CPRD_blind
F499.00,CPRD_blind
F49A.00,CPRD_blind
F49B.00,CPRD_blind
F49C.00,CPRD_blind
F49..00,CPRD_blind
F49..11,CPRD_blind
F49..13,CPRD_blind
F49..14,CPRD_blind
F49y.00,CPRD_blind
F49z000,CPRD_blind
F49z.00,CPRD_blind
F49z.11,CPRD_blind
F4H7300,CPRD_blind
Fy1..00,CPRD_blind
FyuL.00,CPRD_blind
SJ0z.11,CPRD_blind
Z961.00,CPRD_blind
Z962.00,CPRD_blind
Z96..00,CPRD_blind
ZK74.00,CPRD_blind
ZN56800,CPRD_blind
ZN56A00,CPRD_blind
ZRhO.00,CPRD_blind
ZRr6.00,CPRD_blind
ZV41000,CPRD_blind
A115.00,CPRD_bronchiectasis
H340.00,CPRD_bronchiectasis
H341.00,CPRD_bronchiectasis
H34..00,CPRD_bronchiectasis
H34z.00,CPRD_bronchiectasis
P861.00,CPRD_bronchiectasis
C373300,CPRD_cardiomyo_oth
C373G00,CPRD_cardiomyo_oth
F391B00,CPRD_cardiomyo_oth
G343.00,CPRD_cardiomyo_oth
G550.00,CPRD_cardiomyo_oth
G552.00,CPRD_cardiomyo_oth
G554100,CPRD_cardiomyo_oth
G554200,CPRD_cardiomyo_oth
G554500,CPRD_cardiomyo_oth
G554511,CPRD_cardiomyo_oth
G554.00,CPRD_cardiomyo_oth
G554z00,CPRD_cardiomyo_oth
G557000,CPRD_cardiomyo_oth
G557011,CPRD_cardiomyo_oth
G557100,CPRD_cardiomyo_oth
G557500,CPRD_cardiomyo_oth
G557.00,CPRD_cardiomyo_oth
G557z00,CPRD_cardiomyo_oth
G558000,CPRD_cardiomyo_oth
G558100,CPRD_cardiomyo_oth
G558200,CPRD_cardiomyo_oth
G558400,CPRD_cardiomyo_oth
G558.00,CPRD_cardiomyo_oth
G558z00,CPRD_cardiomyo_oth
G559.00,CPRD_cardiomyo_oth
G55A.00,CPRD_cardiomyo_oth
G55A.11,CPRD_cardiomyo_oth
G55..00,CPRD_cardiomyo_oth
G55y000,CPRD_cardiomyo_oth
G55y.00,CPRD_cardiomyo_oth
G55z.00,CPRD_cardiomyo_oth
Gyu5N00,CPRD_cardiomyo_oth
Gyu5P00,CPRD_cardiomyo_oth
Gyu5R00,CPRD_cardiomyo_oth
7056000.0,CPRD_carpal_tunnel
7056011.0,CPRD_carpal_tunnel
7056200.0,CPRD_carpal_tunnel
7056400.0,CPRD_carpal_tunnel
705A100,CPRD_carpal_tunnel
85BE.00,CPRD_carpal_tunnel
8Hlr.00,CPRD_carpal_tunnel
9Nu3000,CPRD_carpal_tunnel
F340.00,CPRD_carpal_tunnel
F340.12,CPRD_carpal_tunnel
1483,CPRD_cataract
14N9.00,CPRD_cataract
14NA.00,CPRD_cataract
14NC.00,CPRD_cataract
22E5.00,CPRD_cataract
2BT0.00,CPRD_cataract
2BT1.00,CPRD_cataract
2BT..00,CPRD_cataract
7263011,CPRD_cataract
7263.12,CPRD_cataract
7264.11,CPRD_cataract
7266100,CPRD_cataract
7266.11,CPRD_cataract
7267600,CPRD_cataract
8H5H.00,CPRD_cataract
8HTV.00,CPRD_cataract
8LC0.00,CPRD_cataract
C108F00,CPRD_cataract
C108F11,CPRD_cataract
C108F12,CPRD_cataract
C109E00,CPRD_cataract
C109E11,CPRD_cataract
C109E12,CPRD_cataract
C10EF00,CPRD_cataract
C10EF12,CPRD_cataract
C10FE00,CPRD_cataract
C10FE11,CPRD_cataract
F460000,CPRD_cataract
F460100,CPRD_cataract
F460200,CPRD_cataract
F460300,CPRD_cataract
F460400,CPRD_cataract
F460500,CPRD_cataract
F460600,CPRD_cataract
F460700,CPRD_cataract
F460.00,CPRD_cataract
F460x00,CPRD_cataract
F460y00,CPRD_cataract
F460z00,CPRD_cataract
F461000,CPRD_cataract
F461100,CPRD_cataract
F461200,CPRD_cataract
F461300,CPRD_cataract
F461400,CPRD_cataract
F461500,CPRD_cataract
F461600,CPRD_cataract
F461700,CPRD_cataract
F461800,CPRD_cataract
F461900,CPRD_cataract
F461A00,CPRD_cataract
F461B00,CPRD_cataract
F461B11,CPRD_cataract
F461.00,CPRD_cataract
F461x00,CPRD_cataract
F461y00,CPRD_cataract
F461z00,CPRD_cataract
F463000,CPRD_cataract
F463200,CPRD_cataract
F463300,CPRD_cataract
F463400,CPRD_cataract
F463.00,CPRD_cataract
F463z00,CPRD_cataract
F464000,CPRD_cataract
F464100,CPRD_cataract
F464200,CPRD_cataract
F464300,CPRD_cataract
F464.00,CPRD_cataract
F464z00,CPRD_cataract
F465000,CPRD_cataract
F465200,CPRD_cataract
F465300,CPRD_cataract
F465500,CPRD_cataract
F465.00,CPRD_cataract
F465z00,CPRD_cataract
F466.00,CPRD_cataract
F46..00,CPRD_cataract
F46y.00,CPRD_cataract
F46yz00,CPRD_cataract
F46z000,CPRD_cataract
F46z.00,CPRD_cataract
F4B4B00,CPRD_cataract
F4B4C00,CPRD_cataract
F4K2D00,CPRD_cataract
FyuE000,CPRD_cataract
FyuE100,CPRD_cataract
FyuE400,CPRD_cataract
P330.00,CPRD_cataract
P331000,CPRD_cataract
P331100,CPRD_cataract
P331.00,CPRD_cataract
P331z00,CPRD_cataract
P332000,CPRD_cataract
P332100,CPRD_cataract
P332.00,CPRD_cataract
P332z00,CPRD_cataract
P333.00,CPRD_cataract
P334000,CPRD_cataract
P334z00,CPRD_cataract
P33..00,CPRD_cataract
P33y000,CPRD_cataract
P33y100,CPRD_cataract
P33y.00,CPRD_cataract
P33yz00,CPRD_cataract
P33z.00,CPRD_cataract
ZV45611,CPRD_cataract
38Gw.00,CPRD_cerebral_palsy
F137000,CPRD_cerebral_palsy
F137011,CPRD_cerebral_palsy
F137100,CPRD_cerebral_palsy
F137111,CPRD_cerebral_palsy
F137.11,CPRD_cerebral_palsy
F137.12,CPRD_cerebral_palsy
F230000,CPRD_cerebral_palsy
F230100,CPRD_cerebral_palsy
F230111,CPRD_cerebral_palsy
F230.00,CPRD_cerebral_palsy
F230.11,CPRD_cerebral_palsy
F230z00,CPRD_cerebral_palsy
F231.00,CPRD_cerebral_palsy
F232.00,CPRD_cerebral_palsy
F232.11,CPRD_cerebral_palsy
F233.00,CPRD_cerebral_palsy
F233.11,CPRD_cerebral_palsy
F234.00,CPRD_cerebral_palsy
F23..00,CPRD_cerebral_palsy
F23..11,CPRD_cerebral_palsy
F23..12,CPRD_cerebral_palsy
F23..13,CPRD_cerebral_palsy
F23..14,CPRD_cerebral_palsy
F23y000,CPRD_cerebral_palsy
F23y100,CPRD_cerebral_palsy
F23y200,CPRD_cerebral_palsy
F23y300,CPRD_cerebral_palsy
F23y400,CPRD_cerebral_palsy
F23y500,CPRD_cerebral_palsy
F23y511,CPRD_cerebral_palsy
F23y600,CPRD_cerebral_palsy
F23y.00,CPRD_cerebral_palsy
F23yz00,CPRD_cerebral_palsy
F23z.00,CPRD_cerebral_palsy
F2B0.00,CPRD_cerebral_palsy
F2B1.00,CPRD_cerebral_palsy
F2B..00,CPRD_cerebral_palsy
F2By.00,CPRD_cerebral_palsy
F2Bz.00,CPRD_cerebral_palsy
Fyu9000,CPRD_cerebral_palsy
Fyu9.00,CPRD_cerebral_palsy
G669.00,CPRD_cerebral_palsy
J620100,CPRD_cholangitis
J646.00,CPRD_cholangitis
J661000,CPRD_cholangitis
J661100,CPRD_cholangitis
J661200,CPRD_cholangitis
J661300,CPRD_cholangitis
J661400,CPRD_cholangitis
J661500,CPRD_cholangitis
J661600,CPRD_cholangitis
J661700,CPRD_cholangitis
J661800,CPRD_cholangitis
J661900,CPRD_cholangitis
J661.00,CPRD_cholangitis
J661y00,CPRD_cholangitis
J661z00,CPRD_cholangitis
J643000,CPRD_cholecystitis
J643100,CPRD_cholecystitis
J643.00,CPRD_cholecystitis
J643z00,CPRD_cholecystitis
J644000,CPRD_cholecystitis
J644100,CPRD_cholecystitis
J644.00,CPRD_cholecystitis
J644z00,CPRD_cholecystitis
J650000,CPRD_cholecystitis
J650100,CPRD_cholecystitis
J650200,CPRD_cholecystitis
J650300,CPRD_cholecystitis
J650400,CPRD_cholecystitis
J650.00,CPRD_cholecystitis
J650.11,CPRD_cholecystitis
J650.12,CPRD_cholecystitis
J650z00,CPRD_cholecystitis
J651000,CPRD_cholecystitis
J651.00,CPRD_cholecystitis
J651y00,CPRD_cholecystitis
J651z00,CPRD_cholecystitis
Jyu8100,CPRD_cholecystitis
14CE.00,CPRD_cholelithiasis
1965.00,CPRD_cholelithiasis
1965.11,CPRD_cholelithiasis
4775.00,CPRD_cholelithiasis
4G21.00,CPRD_cholelithiasis
4G22.00,CPRD_cholelithiasis
4G2..00,CPRD_cholelithiasis
4G2Z.00,CPRD_cholelithiasis
7648700.0,CPRD_cholelithiasis
8CMWD00,CPRD_cholelithiasis
J503000,CPRD_cholelithiasis
J640000,CPRD_cholelithiasis
J640100,CPRD_cholelithiasis
J640.00,CPRD_cholelithiasis
J640z00,CPRD_cholelithiasis
J641000,CPRD_cholelithiasis
J641100,CPRD_cholelithiasis
J641.00,CPRD_cholelithiasis
J641z00,CPRD_cholelithiasis
J642000,CPRD_cholelithiasis
J642100,CPRD_cholelithiasis
J642200,CPRD_cholelithiasis
J642.00,CPRD_cholelithiasis
J642.11,CPRD_cholelithiasis
J642z00,CPRD_cholelithiasis
J643000,CPRD_cholelithiasis
J643100,CPRD_cholelithiasis
J643.00,CPRD_cholelithiasis
J643z00,CPRD_cholelithiasis
J644000,CPRD_cholelithiasis
J644100,CPRD_cholelithiasis
J644.00,CPRD_cholelithiasis
J644z00,CPRD_cholelithiasis
J645000,CPRD_cholelithiasis
J645100,CPRD_cholelithiasis
J645200,CPRD_cholelithiasis
J645.00,CPRD_cholelithiasis
J645.11,CPRD_cholelithiasis
J645z00,CPRD_cholelithiasis
J646.00,CPRD_cholelithiasis
J64..00,CPRD_cholelithiasis
J64..11,CPRD_cholelithiasis
J64..12,CPRD_cholelithiasis
J64..13,CPRD_cholelithiasis
J64..14,CPRD_cholelithiasis
J64..15,CPRD_cholelithiasis
J64..16,CPRD_cholelithiasis
J64z000,CPRD_cholelithiasis
J64z100,CPRD_cholelithiasis
J64z.00,CPRD_cholelithiasis
J64zz00,CPRD_cholelithiasis
J670500,CPRD_cholelithiasis
J671100,CPRD_cholelithiasis
Jyu8000,CPRD_cholelithiasis
K151000,CPRD_chr_cystitis
K151200,CPRD_chr_cystitis
K151.00,CPRD_chr_cystitis
K151z00,CPRD_chr_cystitis
K152000,CPRD_chr_cystitis
K152.00,CPRD_chr_cystitis
K152y00,CPRD_chr_cystitis
K152z00,CPRD_chr_cystitis
K153.11,CPRD_chr_cystitis
K15y000,CPRD_chr_cystitis
Kyu5000,CPRD_chr_cystitis
141E.00,CPRD_chr_hep
14i..00,CPRD_chr_hep
2126700.0,CPRD_chr_hep
43B4.00,CPRD_chr_hep
43B5.00,CPRD_chr_hep
43j5.00,CPRD_chr_hep
43jG.00,CPRD_chr_hep
43X3.00,CPRD_chr_hep
4J3B.00,CPRD_chr_hep
4J3D.00,CPRD_chr_hep
4JQ3.00,CPRD_chr_hep
4JQD.00,CPRD_chr_hep
4JQD.11,CPRD_chr_hep
4JQF.00,CPRD_chr_hep
7Q05200,CPRD_chr_hep
8BB5.00,CPRD_chr_hep
9kR..00,CPRD_chr_hep
9kV..00,CPRD_chr_hep
9kV..11,CPRD_chr_hep
9kX..00,CPRD_chr_hep
9kZ..00,CPRD_chr_hep
9kZ..11,CPRD_chr_hep
9NgR.00,CPRD_chr_hep
A703.00,CPRD_chr_hep
A705000,CPRD_chr_hep
A705100,CPRD_chr_hep
A707000,CPRD_chr_hep
A707100,CPRD_chr_hep
A707200,CPRD_chr_hep
A707300,CPRD_chr_hep
A707.00,CPRD_chr_hep
A707X00,CPRD_chr_hep
A70A.00,CPRD_chr_hep
A70B.00,CPRD_chr_hep
A70C.00,CPRD_chr_hep
A70D.00,CPRD_chr_hep
A70z000,CPRD_chr_hep
AyuB100,CPRD_chr_hep
AyuB200,CPRD_chr_hep
Q409100,CPRD_chr_hep
8HlL.00,CPRD_chronic_fatigue
8HlL.11,CPRD_chronic_fatigue
8Q1..00,CPRD_chronic_fatigue
8Q1..11,CPRD_chronic_fatigue
E205.00,CPRD_chronic_fatigue
Eu46000,CPRD_chronic_fatigue
Eu46011,CPRD_chronic_fatigue
F03y.12,CPRD_chronic_fatigue
F286000,CPRD_chronic_fatigue
F286100,CPRD_chronic_fatigue
F286200,CPRD_chronic_fatigue
F286.00,CPRD_chronic_fatigue
F286.11,CPRD_chronic_fatigue
F286.12,CPRD_chronic_fatigue
F286.13,CPRD_chronic_fatigue
F286.14,CPRD_chronic_fatigue
F286.15,CPRD_chronic_fatigue
F286.16,CPRD_chronic_fatigue
N239.00,CPRD_chronic_fatigue
N240100,CPRD_chronic_fatigue
N240500,CPRD_chronic_fatigue
N240600,CPRD_chronic_fatigue
N248.00,CPRD_chronic_fatigue
R007400,CPRD_chronic_fatigue
R007411,CPRD_chronic_fatigue
4K2..11,CPRD_cin_cervical
4K2J.00,CPRD_cin_cervical
4K2K.00,CPRD_cin_cervical
4K2L.00,CPRD_cin_cervical
4K2N.00,CPRD_cin_cervical
4K2P.00,CPRD_cin_cervical
B831000,CPRD_cin_cervical
B831100,CPRD_cin_cervical
B831.00,CPRD_cin_cervical
B831.11,CPRD_cin_cervical
B831.12,CPRD_cin_cervical
B831.13,CPRD_cin_cervical
ByuFA00,CPRD_cin_cervical
K551000,CPRD_cin_cervical
K551100,CPRD_cin_cervical
K551300,CPRD_cin_cervical
K551311,CPRD_cin_cervical
K551400,CPRD_cin_cervical
K551411,CPRD_cin_cervical
K551.00,CPRD_cin_cervical
K551.12,CPRD_cin_cervical
K551X00,CPRD_cin_cervical
K551z00,CPRD_cin_cervical
R150000,CPRD_cin_cervical
ZV13B00,CPRD_cin_cervical
ZV13B11,CPRD_cin_cervical
ZV13C00,CPRD_cin_cervical
ZV13C11,CPRD_cin_cervical
ZV13D00,CPRD_cin_cervical
ZV13E00,CPRD_cin_cervical
C310400,CPRD_cirrhosis
C350012,CPRD_cirrhosis
C370800,CPRD_cirrhosis
G852200,CPRD_cirrhosis
G852300,CPRD_cirrhosis
J612000,CPRD_cirrhosis
J612.00,CPRD_cirrhosis
J612.11,CPRD_cirrhosis
J612.12,CPRD_cirrhosis
J613000,CPRD_cirrhosis
J613.00,CPRD_cirrhosis
J615100,CPRD_cirrhosis
J615300,CPRD_cirrhosis
J615400,CPRD_cirrhosis
J615500,CPRD_cirrhosis
J615600,CPRD_cirrhosis
J615700,CPRD_cirrhosis
J615711,CPRD_cirrhosis
J615800,CPRD_cirrhosis
J615812,CPRD_cirrhosis
J615C00,CPRD_cirrhosis
J615D00,CPRD_cirrhosis
J615G00,CPRD_cirrhosis
J615H00,CPRD_cirrhosis
J615.00,CPRD_cirrhosis
J615.11,CPRD_cirrhosis
J615y00,CPRD_cirrhosis
J615z00,CPRD_cirrhosis
J615z11,CPRD_cirrhosis
J615z12,CPRD_cirrhosis
J615z13,CPRD_cirrhosis
J615z15,CPRD_cirrhosis
J616100,CPRD_cirrhosis
J616200,CPRD_cirrhosis
J616.00,CPRD_cirrhosis
J616z00,CPRD_cirrhosis
J617000,CPRD_cirrhosis
J617.00,CPRD_cirrhosis
J61..00,CPRD_cirrhosis
J61y300,CPRD_cirrhosis
J61y400,CPRD_cirrhosis
J61y500,CPRD_cirrhosis
J61y600,CPRD_cirrhosis
J635600,CPRD_cirrhosis
Jyu7100,CPRD_cirrhosis
6648000.0,CPRD_coeliac
6648.00,CPRD_coeliac
8IAp.00,CPRD_coeliac
9mB1.00,CPRD_coeliac
9mB..00,CPRD_coeliac
J690000,CPRD_coeliac
J690100,CPRD_coeliac
J690.00,CPRD_coeliac
J690.11,CPRD_coeliac
J690.12,CPRD_coeliac
J690.13,CPRD_coeliac
J690.14,CPRD_coeliac
J690.15,CPRD_coeliac
J690z00,CPRD_coeliac
ZC2C200,CPRD_coeliac
7J41300,CPRD_collapsed_vert
7J41500,CPRD_collapsed_vert
7J48M00,CPRD_collapsed_vert
N331000,CPRD_collapsed_vert
N331011,CPRD_collapsed_vert
N331100,CPRD_collapsed_vert
N331111,CPRD_collapsed_vert
N331800,CPRD_collapsed_vert
N331900,CPRD_collapsed_vert
N331A00,CPRD_collapsed_vert
N331C00,CPRD_collapsed_vert
N331D00,CPRD_collapsed_vert
N331E00,CPRD_collapsed_vert
N331F00,CPRD_collapsed_vert
N331G00,CPRD_collapsed_vert
N331H00,CPRD_collapsed_vert
N331J00,CPRD_collapsed_vert
N331K00,CPRD_collapsed_vert
N331L00,CPRD_collapsed_vert
N331.11,CPRD_collapsed_vert
N331.12,CPRD_collapsed_vert
N331.14,CPRD_collapsed_vert
Nyu6700,CPRD_collapsed_vert
S100H00,CPRD_collapsed_vert
S102100,CPRD_collapsed_vert
S104100,CPRD_collapsed_vert
S106000,CPRD_collapsed_vert
14AV.00,CPRD_congenital_septal
2126800.0,CPRD_congenital_septal
24M..00,CPRD_congenital_septal
7902000.0,CPRD_congenital_septal
7902100.0,CPRD_congenital_septal
7902200.0,CPRD_congenital_septal
7902300.0,CPRD_congenital_septal
7902400.0,CPRD_congenital_septal
7902500.0,CPRD_congenital_septal
7902600.0,CPRD_congenital_septal
7902.00,CPRD_congenital_septal
7902.11,CPRD_congenital_septal
7902y00,CPRD_congenital_septal
7902z00,CPRD_congenital_septal
7902z11,CPRD_congenital_septal
7906300.0,CPRD_congenital_septal
7906311.0,CPRD_congenital_septal
7908500.0,CPRD_congenital_septal
7908511.0,CPRD_congenital_septal
7908600.0,CPRD_congenital_septal
7908611.0,CPRD_congenital_septal
790K100,CPRD_congenital_septal
P500.00,CPRD_congenital_septal
P511300,CPRD_congenital_septal
P520.00,CPRD_congenital_septal
P520.11,CPRD_congenital_septal
P520.12,CPRD_congenital_septal
P521.00,CPRD_congenital_septal
P52..00,CPRD_congenital_septal
P52z.00,CPRD_congenital_septal
P53..00,CPRD_congenital_septal
P540.00,CPRD_congenital_septal
P541.00,CPRD_congenital_septal
P542.00,CPRD_congenital_septal
P543.00,CPRD_congenital_septal
P544.00,CPRD_congenital_septal
P545.00,CPRD_congenital_septal
P54..00,CPRD_congenital_septal
P54y.00,CPRD_congenital_septal
P54z.00,CPRD_congenital_septal
P550.00,CPRD_congenital_septal
P550.11,CPRD_congenital_septal
P550.12,CPRD_congenital_septal
P550.13,CPRD_congenital_septal
P551.00,CPRD_congenital_septal
P552.00,CPRD_congenital_septal
P552.11,CPRD_congenital_septal
P553.00,CPRD_congenital_septal
P55..00,CPRD_congenital_septal
P55y.00,CPRD_congenital_septal
P55y.11,CPRD_congenital_septal
P55z.00,CPRD_congenital_septal
P561.00,CPRD_congenital_septal
P561.11,CPRD_congenital_septal
P56..00,CPRD_congenital_septal
P56y.00,CPRD_congenital_septal
P56z000,CPRD_congenital_septal
P56z011,CPRD_congenital_septal
P56z100,CPRD_congenital_septal
P56z200,CPRD_congenital_septal
P56z.00,CPRD_congenital_septal
P56zz00,CPRD_congenital_septal
P5y..00,CPRD_congenital_septal
P5z..00,CPRD_congenital_septal
P60z100,CPRD_congenital_septal
J08z900,CPRD_crohns
J400000,CPRD_crohns
J400100,CPRD_crohns
J400200,CPRD_crohns
J400300,CPRD_crohns
J400400,CPRD_crohns
J400500,CPRD_crohns
J400.00,CPRD_crohns
J400z00,CPRD_crohns
J401000,CPRD_crohns
J401100,CPRD_crohns
J401200,CPRD_crohns
J401.00,CPRD_crohns
J401z00,CPRD_crohns
J401z11,CPRD_crohns
J402.00,CPRD_crohns
J40..00,CPRD_crohns
J40..11,CPRD_crohns
J40..12,CPRD_crohns
J40z.00,CPRD_crohns
J40z.11,CPRD_crohns
Jyu4000,CPRD_crohns
N031100,CPRD_crohns
N045300,CPRD_crohns
ZR3S.00,CPRD_crohns
ZR3S.11,CPRD_crohns
G554000,CPRD_dcm
G554400,CPRD_dcm
G555.00,CPRD_dcm
G55y.11,CPRD_dcm
1493.00,CPRD_deaf
1C13100,CPRD_deaf
1C13.00,CPRD_deaf
1C13.11,CPRD_deaf
1C13200,CPRD_deaf
1C13300,CPRD_deaf
1C17.00,CPRD_deaf
2BL..11,CPRD_deaf
2BL3.00,CPRD_deaf
2BL4.00,CPRD_deaf
2BL5.00,CPRD_deaf
2BM2.11,CPRD_deaf
2BM3.11,CPRD_deaf
2DG..00,CPRD_deaf
2DH0.00,CPRD_deaf
7308400.0,CPRD_deaf
7308500.0,CPRD_deaf
7308600.0,CPRD_deaf
7311A00,CPRD_deaf
7317C00,CPRD_deaf
7317D00,CPRD_deaf
7317.00,CPRD_deaf
7319000.0,CPRD_deaf
7319100.0,CPRD_deaf
7319200.0,CPRD_deaf
7319300.0,CPRD_deaf
7319400.0,CPRD_deaf
7319500.0,CPRD_deaf
7319600.0,CPRD_deaf
7319.00,CPRD_deaf
7319700.0,CPRD_deaf
7319y00,CPRD_deaf
7319z00,CPRD_deaf
8D21.00,CPRD_deaf
8D22.00,CPRD_deaf
8D23.00,CPRD_deaf
8D24.00,CPRD_deaf
8D26.00,CPRD_deaf
8D2..12,CPRD_deaf
8E3..00,CPRD_deaf
8E3Z.00,CPRD_deaf
8HT2.00,CPRD_deaf
8M41.00,CPRD_deaf
9N0b.00,CPRD_deaf
9NfB.00,CPRD_deaf
A560200,CPRD_deaf
F580100,CPRD_deaf
F580111,CPRD_deaf
F581200,CPRD_deaf
F581211,CPRD_deaf
F582.00,CPRD_deaf
F590000,CPRD_deaf
F590100,CPRD_deaf
F590200,CPRD_deaf
F590300,CPRD_deaf
F590400,CPRD_deaf
F590500,CPRD_deaf
F590600,CPRD_deaf
F590.00,CPRD_deaf
F590.11,CPRD_deaf
F590y00,CPRD_deaf
F590z00,CPRD_deaf
F591000,CPRD_deaf
F591100,CPRD_deaf
F591200,CPRD_deaf
F591211,CPRD_deaf
F591300,CPRD_deaf
F591400,CPRD_deaf
F591500,CPRD_deaf
F591511,CPRD_deaf
F591600,CPRD_deaf
F591700,CPRD_deaf
F591800,CPRD_deaf
F591900,CPRD_deaf
F591A00,CPRD_deaf
F591B00,CPRD_deaf
F591C00,CPRD_deaf
F591D00,CPRD_deaf
F591E00,CPRD_deaf
F591.00,CPRD_deaf
F591.11,CPRD_deaf
F591.12,CPRD_deaf
F591.13,CPRD_deaf
F591.14,CPRD_deaf
F591y00,CPRD_deaf
F591z00,CPRD_deaf
F592000,CPRD_deaf
F592100,CPRD_deaf
F592.00,CPRD_deaf
F592.11,CPRD_deaf
F593.00,CPRD_deaf
F594.00,CPRD_deaf
F595.00,CPRD_deaf
F596.00,CPRD_deaf
F597.00,CPRD_deaf
F598.00,CPRD_deaf
F599.00,CPRD_deaf
F59A.00,CPRD_deaf
F59A.11,CPRD_deaf
F59..00,CPRD_deaf
F59..11,CPRD_deaf
F59y.00,CPRD_deaf
F59z.00,CPRD_deaf
F59z.11,CPRD_deaf
F5A..00,CPRD_deaf
Fy1..00,CPRD_deaf
FyuU000,CPRD_deaf
FyuU100,CPRD_deaf
P400.00,CPRD_deaf
P402.00,CPRD_deaf
P402z00,CPRD_deaf
P40..00,CPRD_deaf
P40z.00,CPRD_deaf
P40z.11,CPRD_deaf
P40zz00,CPRD_deaf
PKyP.00,CPRD_deaf
Pyu1B00,CPRD_deaf
Z8B5100,CPRD_deaf
Z8B5300,CPRD_deaf
Z8B5311,CPRD_deaf
Z8B5500,CPRD_deaf
Z8B5.00,CPRD_deaf
Z911100,CPRD_deaf
Z911300,CPRD_deaf
Z911400,CPRD_deaf
Z911500,CPRD_deaf
Z911700,CPRD_deaf
Z911800,CPRD_deaf
Z911900,CPRD_deaf
Z911A00,CPRD_deaf
Z911B00,CPRD_deaf
Z911E00,CPRD_deaf
Z911G00,CPRD_deaf
Z911.00,CPRD_deaf
Z9E8100,CPRD_deaf
ZE87.00,CPRD_deaf
ZE87.11,CPRD_deaf
ZE87.13,CPRD_deaf
ZE87.15,CPRD_deaf
ZE87.16,CPRD_deaf
ZE87.17,CPRD_deaf
ZE87.18,CPRD_deaf
ZE87.19,CPRD_deaf
ZE87.20,CPRD_deaf
ZL71600,CPRD_deaf
ZN56900,CPRD_deaf
ZN56A00,CPRD_deaf
ZV45G00,CPRD_deaf
ZV45N00,CPRD_deaf
ZV53200,CPRD_deaf
ZV53D00,CPRD_deaf
2233.00,CPRD_delirium
E001100,CPRD_delirium
E003.00,CPRD_delirium
E004100,CPRD_delirium
E030000,CPRD_delirium
E030100,CPRD_delirium
E030200,CPRD_delirium
E030300,CPRD_delirium
E030400,CPRD_delirium
E030.00,CPRD_delirium
E030.11,CPRD_delirium
E031000,CPRD_delirium
E031100,CPRD_delirium
E031300,CPRD_delirium
E031400,CPRD_delirium
E031.00,CPRD_delirium
E031.11,CPRD_delirium
E031z00,CPRD_delirium
Eu04000,CPRD_delirium
Eu04100,CPRD_delirium
Eu04.00,CPRD_delirium
Eu04.11,CPRD_delirium
Eu04.12,CPRD_delirium
Eu04.13,CPRD_delirium
Eu04.14,CPRD_delirium
Eu04.15,CPRD_delirium
Eu04y00,CPRD_delirium
Eu04z00,CPRD_delirium
1461.00,CPRD_dementia
66h..00,CPRD_dementia
6AB..00,CPRD_dementia
8CMZ.00,CPRD_dementia
9hD0.00,CPRD_dementia
9hD1.00,CPRD_dementia
9hD..00,CPRD_dementia
9Ou1.00,CPRD_dementia
9Ou2.00,CPRD_dementia
9Ou3.00,CPRD_dementia
9Ou4.00,CPRD_dementia
9Ou5.00,CPRD_dementia
9Ou..00,CPRD_dementia
E000.00,CPRD_dementia
E001000,CPRD_dementia
E001100,CPRD_dementia
E001200,CPRD_dementia
E001300,CPRD_dementia
E001.00,CPRD_dementia
E001z00,CPRD_dementia
E002000,CPRD_dementia
E002100,CPRD_dementia
E002.00,CPRD_dementia
E002z00,CPRD_dementia
E003.00,CPRD_dementia
E004000,CPRD_dementia
E004100,CPRD_dementia
E004200,CPRD_dementia
E004300,CPRD_dementia
E004.00,CPRD_dementia
E004.11,CPRD_dementia
E004z00,CPRD_dementia
E00..00,CPRD_dementia
E00..11,CPRD_dementia
E00..12,CPRD_dementia
E00y.00,CPRD_dementia
E00y.11,CPRD_dementia
E00z.00,CPRD_dementia
E041.00,CPRD_dementia
Eu00000,CPRD_dementia
Eu00011,CPRD_dementia
Eu00012,CPRD_dementia
Eu00013,CPRD_dementia
Eu00100,CPRD_dementia
Eu00111,CPRD_dementia
Eu00112,CPRD_dementia
Eu00113,CPRD_dementia
Eu00200,CPRD_dementia
Eu00.00,CPRD_dementia
Eu00z00,CPRD_dementia
Eu00z11,CPRD_dementia
Eu01000,CPRD_dementia
Eu01100,CPRD_dementia
Eu01111,CPRD_dementia
Eu01200,CPRD_dementia
Eu01300,CPRD_dementia
Eu01.00,CPRD_dementia
Eu01.11,CPRD_dementia
Eu01y00,CPRD_dementia
Eu01z00,CPRD_dementia
Eu02z00,CPRD_dementia
Eu02z11,CPRD_dementia
Eu02z12,CPRD_dementia
