Readcode,MedicalCondition
PG8..00,CPRD_hernia_abdo
760K011,CPRD_hernia_diaphragm
760K012,CPRD_hernia_diaphragm
760K100,CPRD_hernia_diaphragm
760K300,CPRD_hernia_diaphragm
760K400,CPRD_hernia_diaphragm
760K500,CPRD_hernia_diaphragm
760K.00,CPRD_hernia_diaphragm
760K.11,CPRD_hernia_diaphragm
760K.12,CPRD_hernia_diaphragm
760Ky00,CPRD_hernia_diaphragm
760Kz00,CPRD_hernia_diaphragm
760L312,CPRD_hernia_diaphragm
J340.00,CPRD_hernia_diaphragm
J341.00,CPRD_hernia_diaphragm
J342.00,CPRD_hernia_diaphragm
J343.00,CPRD_hernia_diaphragm
J344.00,CPRD_hernia_diaphragm
J345.00,CPRD_hernia_diaphragm
J346.00,CPRD_hernia_diaphragm
J347.00,CPRD_hernia_diaphragm
J348.00,CPRD_hernia_diaphragm
J34..00,CPRD_hernia_diaphragm
J34..11,CPRD_hernia_diaphragm
J34..12,CPRD_hernia_diaphragm
J34..13,CPRD_hernia_diaphragm
J34y.00,CPRD_hernia_diaphragm
14A6.00,CPRD_hf
14AM.00,CPRD_hf
1O1..00,CPRD_hf
388D.00,CPRD_hf
661M500,CPRD_hf
662f.00,CPRD_hf
662g.00,CPRD_hf
662h.00,CPRD_hf
662i.00,CPRD_hf
662p.00,CPRD_hf
662T.00,CPRD_hf
662W.00,CPRD_hf
679W100,CPRD_hf
679X.00,CPRD_hf
8B29.00,CPRD_hf
8CeC.00,CPRD_hf
8CL3.00,CPRD_hf
8CMK.00,CPRD_hf
8CMW800,CPRD_hf
8H2S.00,CPRD_hf
8HBE.00,CPRD_hf
8HHz.00,CPRD_hf
8Hk0.00,CPRD_hf
9h11.00,CPRD_hf
9h12.00,CPRD_hf
9h1..00,CPRD_hf
9hH0.00,CPRD_hf
9hH1.00,CPRD_hf
9hH..00,CPRD_hf
9N2p.00,CPRD_hf
9N6T.00,CPRD_hf
9On0.00,CPRD_hf
9On1.00,CPRD_hf
9On2.00,CPRD_hf
9On3.00,CPRD_hf
9On4.00,CPRD_hf
9On..00,CPRD_hf
9Or0.00,CPRD_hf
9Or1.00,CPRD_hf
9Or2.00,CPRD_hf
9Or3.00,CPRD_hf
9Or4.00,CPRD_hf
9Or5.00,CPRD_hf
9Or..00,CPRD_hf
G1yz100,CPRD_hf
G210100,CPRD_hf
G211100,CPRD_hf
G21z100,CPRD_hf
G232.00,CPRD_hf
G234.00,CPRD_hf
G400.00,CPRD_hf
G41z.11,CPRD_hf
G554000,CPRD_hf
G554011,CPRD_hf
G580000,CPRD_hf
G580100,CPRD_hf
G580200,CPRD_hf
G580300,CPRD_hf
G580400,CPRD_hf
G580.00,CPRD_hf
G580.11,CPRD_hf
G580.12,CPRD_hf
G580.13,CPRD_hf
G580.14,CPRD_hf
G581000,CPRD_hf
G581.00,CPRD_hf
G581.11,CPRD_hf
G581.13,CPRD_hf
G582.00,CPRD_hf
G584.00,CPRD_hf
G58..00,CPRD_hf
G58..11,CPRD_hf
G58z.00,CPRD_hf
G58z.12,CPRD_hf
G5yy900,CPRD_hf
G5yyA00,CPRD_hf
ZRad.00,CPRD_hf
M25y100,CPRD_hidradenitis
M25y111,CPRD_hidradenitis
43C3.11,CPRD_hiv
4J34.00,CPRD_hiv
4J3F.00,CPRD_hiv
65QA.00,CPRD_hiv
65VE.00,CPRD_hiv
66j0.00,CPRD_hiv
66j..00,CPRD_hiv
9kl..00,CPRD_hiv
A788000,CPRD_hiv
A788100,CPRD_hiv
A788200,CPRD_hiv
A788300,CPRD_hiv
A788400,CPRD_hiv
A788500,CPRD_hiv
A788600,CPRD_hiv
A788.00,CPRD_hiv
A788.11,CPRD_hiv
A788U00,CPRD_hiv
A788W00,CPRD_hiv
A788X00,CPRD_hiv
A788y00,CPRD_hiv
A788z00,CPRD_hiv
A789000,CPRD_hiv
A789100,CPRD_hiv
A789200,CPRD_hiv
A789300,CPRD_hiv
A789311,CPRD_hiv
A789400,CPRD_hiv
A789500,CPRD_hiv
A789511,CPRD_hiv
A789600,CPRD_hiv
A789700,CPRD_hiv
A789800,CPRD_hiv
A789900,CPRD_hiv
A789.00,CPRD_hiv
A789A00,CPRD_hiv
A789X00,CPRD_hiv
AyuC100,CPRD_hiv
AyuC300,CPRD_hiv
AyuC400,CPRD_hiv
AyuC600,CPRD_hiv
AyuC.00,CPRD_hiv
AyuCB00,CPRD_hiv
AyuCC00,CPRD_hiv
AyuCD00,CPRD_hiv
Eu02400,CPRD_hiv
R109.00,CPRD_hiv
ZV01A00,CPRD_hiv
G551.00,CPRD_hocm
G554300,CPRD_hocm
Gyu5M00,CPRD_hocm
B610100,CPRD_hodgkins
B610300,CPRD_hodgkins
B610.00,CPRD_hodgkins
B611100,CPRD_hodgkins
B611.00,CPRD_hodgkins
B612400,CPRD_hodgkins
B612.00,CPRD_hodgkins
B613000,CPRD_hodgkins
B613100,CPRD_hodgkins
B613200,CPRD_hodgkins
B613300,CPRD_hodgkins
B613500,CPRD_hodgkins
B613600,CPRD_hodgkins
B613700,CPRD_hodgkins
B613800,CPRD_hodgkins
B613.00,CPRD_hodgkins
B613z00,CPRD_hodgkins
B614000,CPRD_hodgkins
B614100,CPRD_hodgkins
B614200,CPRD_hodgkins
B614300,CPRD_hodgkins
B614400,CPRD_hodgkins
B614700,CPRD_hodgkins
B614800,CPRD_hodgkins
B614.00,CPRD_hodgkins
B614z00,CPRD_hodgkins
B615000,CPRD_hodgkins
B615100,CPRD_hodgkins
B615200,CPRD_hodgkins
B615500,CPRD_hodgkins
B615.00,CPRD_hodgkins
B615z00,CPRD_hodgkins
B616000,CPRD_hodgkins
B616400,CPRD_hodgkins
B616500,CPRD_hodgkins
B616700,CPRD_hodgkins
B616800,CPRD_hodgkins
B616.00,CPRD_hodgkins
B616z00,CPRD_hodgkins
B617.00,CPRD_hodgkins
B618.00,CPRD_hodgkins
B619.00,CPRD_hodgkins
B61..00,CPRD_hodgkins
B61..11,CPRD_hodgkins
B61B.00,CPRD_hodgkins
B61C.00,CPRD_hodgkins
B61z000,CPRD_hodgkins
B61z100,CPRD_hodgkins
B61z200,CPRD_hodgkins
B61z300,CPRD_hodgkins
B61z400,CPRD_hodgkins
B61z500,CPRD_hodgkins
B61z700,CPRD_hodgkins
B61z800,CPRD_hodgkins
B61z.00,CPRD_hodgkins
B61z.11,CPRD_hodgkins
B61zz00,CPRD_hodgkins
BBj0.00,CPRD_hodgkins
BBj1000,CPRD_hodgkins
BBj1100,CPRD_hodgkins
BBj1.00,CPRD_hodgkins
BBj2.00,CPRD_hodgkins
BBj4.00,CPRD_hodgkins
BBj6000,CPRD_hodgkins
BBj6100,CPRD_hodgkins
BBj6200,CPRD_hodgkins
BBj6.00,CPRD_hodgkins
BBj7.00,CPRD_hodgkins
BBj9.00,CPRD_hodgkins
BBj..00,CPRD_hodgkins
BBjz.00,CPRD_hodgkins
ByuD000,CPRD_hodgkins
ZV10711,CPRD_hodgkins
7C08000,CPRD_hydrocele
7C08100,CPRD_hydrocele
7C08200,CPRD_hydrocele
7C08300,CPRD_hydrocele
7C08311,CPRD_hydrocele
7C08400,CPRD_hydrocele
7C08500,CPRD_hydrocele
7C08600,CPRD_hydrocele
7C08700,CPRD_hydrocele
7C08711,CPRD_hydrocele
7C08712,CPRD_hydrocele
7C08.00,CPRD_hydrocele
7C08.11,CPRD_hydrocele
7C08.12,CPRD_hydrocele
7C08.13,CPRD_hydrocele
7C08y00,CPRD_hydrocele
7C08z00,CPRD_hydrocele
K230.00,CPRD_hydrocele
K231.00,CPRD_hydrocele
K23..00,CPRD_hydrocele
K23y.00,CPRD_hydrocele
K23z.00,CPRD_hydrocele
Kyu6200,CPRD_hydrocele
Q476.00,CPRD_hydrocele
H1y0.00,CPRD_hyper_nasal_turbs
14A2.00,CPRD_hypertension
2126100,CPRD_hypertension
212K.00,CPRD_hypertension
9OI9.00,CPRD_hypertension
6624,CPRD_hypertension
6627,CPRD_hypertension
6628,CPRD_hypertension
662F.00,CPRD_hypertension
662G.00,CPRD_hypertension
662O.00,CPRD_hypertension
662b.00,CPRD_hypertension
662c.00,CPRD_hypertension
662d.00,CPRD_hypertension
662r.00,CPRD_hypertension
7Q01.00,CPRD_hypertension
8B26.00,CPRD_hypertension
8BL0.00,CPRD_hypertension
8I3N.00,CPRD_hypertension
F404200,CPRD_hypertension
F421300,CPRD_hypertension
G2...00,CPRD_hypertension
G2...11,CPRD_hypertension
G20..00,CPRD_hypertension
G200.00,CPRD_hypertension
G201.00,CPRD_hypertension
G202.00,CPRD_hypertension
G203.00,CPRD_hypertension
G20z.00,CPRD_hypertension
G20z.11,CPRD_hypertension
G21..00,CPRD_hypertension
G210.00,CPRD_hypertension
G210000,CPRD_hypertension
G210100,CPRD_hypertension
G211.00,CPRD_hypertension
G211000,CPRD_hypertension
G211100,CPRD_hypertension
G21z.00,CPRD_hypertension
G21z000,CPRD_hypertension
G21z011,CPRD_hypertension
G21z100,CPRD_hypertension
G21zz00,CPRD_hypertension
G22..00,CPRD_hypertension
G220.00,CPRD_hypertension
G221.00,CPRD_hypertension
G222.00,CPRD_hypertension
G22z.00,CPRD_hypertension
G22z.11,CPRD_hypertension
G23..00,CPRD_hypertension
G230.00,CPRD_hypertension
G231.00,CPRD_hypertension
G232.00,CPRD_hypertension
G233.00,CPRD_hypertension
G234.00,CPRD_hypertension
G23z.00,CPRD_hypertension
G2y..00,CPRD_hypertension
G2z..00,CPRD_hypertension
G672.00,CPRD_hypertension
G672.11,CPRD_hypertension
Gyu2.00,CPRD_hypertension
L122.00,CPRD_hypertension
L122000,CPRD_hypertension
L122100,CPRD_hypertension
L122300,CPRD_hypertension
L122z00,CPRD_hypertension
L127.00,CPRD_hypertension
L127z00,CPRD_hypertension
L128.00,CPRD_hypertension
L128000,CPRD_hypertension
L128200,CPRD_hypertension
TJC7.00,CPRD_hypertension
TJC7z00,CPRD_hypertension
U60C500,CPRD_hypertension
U60C511,CPRD_hypertension
U60C51A,CPRD_hypertension
6146200,CPRD_hypertension
G24..00,CPRD_hypertension
G240.00,CPRD_hypertension
G240000,CPRD_hypertension
G240z00,CPRD_hypertension
G241.00,CPRD_hypertension
G241000,CPRD_hypertension
G241z00,CPRD_hypertension
G244.00,CPRD_hypertension
G24z.00,CPRD_hypertension
G24z000,CPRD_hypertension
G24z100,CPRD_hypertension
G24zz00,CPRD_hypertension
Gyu2100,CPRD_hypertension
14N7.00,CPRD_hyposplenism
7840100.0,CPRD_hyposplenism
7840300.0,CPRD_hyposplenism
7840400.0,CPRD_hyposplenism
7840.00,CPRD_hyposplenism
7840.11,CPRD_hyposplenism
7840y00,CPRD_hyposplenism
7840z00,CPRD_hyposplenism
7841.00,CPRD_hyposplenism
7841y00,CPRD_hyposplenism
7841z00,CPRD_hyposplenism
D415400,CPRD_hyposplenism
D415600,CPRD_hyposplenism
D415700,CPRD_hyposplenism
D415800,CPRD_hyposplenism
D415A00,CPRD_hyposplenism
PK01.00,CPRD_hyposplenism
PK01.11,CPRD_hyposplenism
PK06.00,CPRD_hyposplenism
C390000,CPRD_immunodef
C390100,CPRD_immunodef
C390200,CPRD_immunodef
C390300,CPRD_immunodef
C390400,CPRD_immunodef
C390500,CPRD_immunodef
C390511,CPRD_immunodef
C390512,CPRD_immunodef
C390600,CPRD_immunodef
C390700,CPRD_immunodef
C390800,CPRD_immunodef
C390900,CPRD_immunodef
C390A00,CPRD_immunodef
C390A11,CPRD_immunodef
C390B00,CPRD_immunodef
C390.00,CPRD_immunodef
C390.11,CPRD_immunodef
C390y00,CPRD_immunodef
C390z00,CPRD_immunodef
C391000,CPRD_immunodef
C391011,CPRD_immunodef
C391012,CPRD_immunodef
C391100,CPRD_immunodef
C391200,CPRD_immunodef
C391211,CPRD_immunodef
C391.00,CPRD_immunodef
C392100,CPRD_immunodef
C392111,CPRD_immunodef
C392300,CPRD_immunodef
C392400,CPRD_immunodef
C392500,CPRD_immunodef
C392600,CPRD_immunodef
C392700,CPRD_immunodef
C392800,CPRD_immunodef
C392900,CPRD_immunodef
C392.00,CPRD_immunodef
C392z00,CPRD_immunodef
C393.00,CPRD_immunodef
C395.00,CPRD_immunodef
C396.00,CPRD_immunodef
C397.00,CPRD_immunodef
C398000,CPRD_immunodef
C398200,CPRD_immunodef
C398.00,CPRD_immunodef
C39X.00,CPRD_immunodef
C39y000,CPRD_immunodef
Cyu0000,CPRD_immunodef
Cyu0400,CPRD_immunodef
Cyu0500,CPRD_immunodef
918e.00,CPRD_intell_dz
94Z9.00,CPRD_intell_dz
9HB0.00,CPRD_intell_dz
9HB1.00,CPRD_intell_dz
9HB2.00,CPRD_intell_dz
9HB3.00,CPRD_intell_dz
9HB4.00,CPRD_intell_dz
9HB5.00,CPRD_intell_dz
9HB6.00,CPRD_intell_dz
9HB6.11,CPRD_intell_dz
9HB7.00,CPRD_intell_dz
9HB7.11,CPRD_intell_dz
9HB..00,CPRD_intell_dz
9mA0.00,CPRD_intell_dz
9mA1.00,CPRD_intell_dz
9mA2000,CPRD_intell_dz
9mA2100,CPRD_intell_dz
9mA2200,CPRD_intell_dz
9mA2.00,CPRD_intell_dz
9mA..00,CPRD_intell_dz
E2F2.00,CPRD_intell_dz
E30..00,CPRD_intell_dz
E30..11,CPRD_intell_dz
E30..12,CPRD_intell_dz
E30..13,CPRD_intell_dz
E310.00,CPRD_intell_dz
E310.11,CPRD_intell_dz
E311.00,CPRD_intell_dz
E312.00,CPRD_intell_dz
E312.11,CPRD_intell_dz
E31..00,CPRD_intell_dz
E31z.00,CPRD_intell_dz
E3...00,CPRD_intell_dz
E3y..00,CPRD_intell_dz
E3z..00,CPRD_intell_dz
Eu70000,CPRD_intell_dz
Eu70100,CPRD_intell_dz
Eu70.00,CPRD_intell_dz
Eu70.12,CPRD_intell_dz
Eu70y00,CPRD_intell_dz
Eu70z00,CPRD_intell_dz
Eu71000,CPRD_intell_dz
Eu71100,CPRD_intell_dz
Eu71.00,CPRD_intell_dz
Eu71.11,CPRD_intell_dz
Eu71y00,CPRD_intell_dz
Eu71z00,CPRD_intell_dz
Eu72000,CPRD_intell_dz
Eu72100,CPRD_intell_dz
Eu72.00,CPRD_intell_dz
Eu72.11,CPRD_intell_dz
Eu72y00,CPRD_intell_dz
Eu72z00,CPRD_intell_dz
Eu73000,CPRD_intell_dz
Eu73100,CPRD_intell_dz
Eu73.00,CPRD_intell_dz
Eu73.11,CPRD_intell_dz
Eu73y00,CPRD_intell_dz
Eu73z00,CPRD_intell_dz
Eu7..00,CPRD_intell_dz
Eu7y000,CPRD_intell_dz
Eu7y100,CPRD_intell_dz
Eu7y.00,CPRD_intell_dz
Eu7yy00,CPRD_intell_dz
Eu7yz00,CPRD_intell_dz
Eu7z000,CPRD_intell_dz
Eu7z100,CPRD_intell_dz
Eu7z.00,CPRD_intell_dz
Eu7z.11,CPRD_intell_dz
Eu7z.12,CPRD_intell_dz
Eu7zy00,CPRD_intell_dz
Eu7zz00,CPRD_intell_dz
Eu81400,CPRD_intell_dz
Eu81500,CPRD_intell_dz
Eu81600,CPRD_intell_dz
Eu81700,CPRD_intell_dz
Eu81800,CPRD_intell_dz
Eu81z00,CPRD_intell_dz
Eu81z11,CPRD_intell_dz
Eu81z12,CPRD_intell_dz
Eu81z13,CPRD_intell_dz
Eu84112,CPRD_intell_dz
Eu84400,CPRD_intell_dz
7J20000,CPRD_intervert_disc
7J20100,CPRD_intervert_disc
7J20200,CPRD_intervert_disc
7J20300,CPRD_intervert_disc
7J20400,CPRD_intervert_disc
7J20600,CPRD_intervert_disc
7J20700,CPRD_intervert_disc
7J20.00,CPRD_intervert_disc
7J20800,CPRD_intervert_disc
7J20y00,CPRD_intervert_disc
7J20z00,CPRD_intervert_disc
7J21000,CPRD_intervert_disc
7J21100,CPRD_intervert_disc
7J21200,CPRD_intervert_disc
7J21300,CPRD_intervert_disc
7J21400,CPRD_intervert_disc
7J21600,CPRD_intervert_disc
7J21700,CPRD_intervert_disc
7J21.00,CPRD_intervert_disc
7J21y00,CPRD_intervert_disc
7J21z00,CPRD_intervert_disc
7J23000,CPRD_intervert_disc
7J23100,CPRD_intervert_disc
7J23200,CPRD_intervert_disc
7J23300,CPRD_intervert_disc
7J23400,CPRD_intervert_disc
7J23900,CPRD_intervert_disc
7J23w00,CPRD_intervert_disc
7J23x00,CPRD_intervert_disc
7J24600,CPRD_intervert_disc
7J24A00,CPRD_intervert_disc
7J24B00,CPRD_intervert_disc
7J24x00,CPRD_intervert_disc
7J27000,CPRD_intervert_disc
7J27200,CPRD_intervert_disc
7J32000,CPRD_intervert_disc
7J32100,CPRD_intervert_disc
7J32111,CPRD_intervert_disc
7J32200,CPRD_intervert_disc
7J32211,CPRD_intervert_disc
7J32300,CPRD_intervert_disc
7J32400,CPRD_intervert_disc
7J32500,CPRD_intervert_disc
7J32600,CPRD_intervert_disc
7J32700,CPRD_intervert_disc
7J32.00,CPRD_intervert_disc
7J32.11,CPRD_intervert_disc
7J32.12,CPRD_intervert_disc
7J32800,CPRD_intervert_disc
7J32900,CPRD_intervert_disc
7J32y00,CPRD_intervert_disc
7J32z00,CPRD_intervert_disc
7J33000,CPRD_intervert_disc
7J33100,CPRD_intervert_disc
7J33200,CPRD_intervert_disc
7J33400,CPRD_intervert_disc
7J33411,CPRD_intervert_disc
7J33600,CPRD_intervert_disc
7J33700,CPRD_intervert_disc
7J33.00,CPRD_intervert_disc
7J33.11,CPRD_intervert_disc
7J33.12,CPRD_intervert_disc
7J33y00,CPRD_intervert_disc
7J33z00,CPRD_intervert_disc
7J4H000,CPRD_intervert_disc
7J4J000,CPRD_intervert_disc
7J4K000,CPRD_intervert_disc
7J4L000,CPRD_intervert_disc
7J4M000,CPRD_intervert_disc
F163000,CPRD_intervert_disc
F337100,CPRD_intervert_disc
N120.00,CPRD_intervert_disc
N120.11,CPRD_intervert_disc
N120.12,CPRD_intervert_disc
N121.00,CPRD_intervert_disc
N121.11,CPRD_intervert_disc
N122.00,CPRD_intervert_disc
N122.11,CPRD_intervert_disc
N123.00,CPRD_intervert_disc
N123.11,CPRD_intervert_disc
N123.12,CPRD_intervert_disc
N124000,CPRD_intervert_disc
N124100,CPRD_intervert_disc
N124200,CPRD_intervert_disc
N124.00,CPRD_intervert_disc
N124z00,CPRD_intervert_disc
N125.00,CPRD_intervert_disc
N126.00,CPRD_intervert_disc
N127.00,CPRD_intervert_disc
N128.00,CPRD_intervert_disc
N129000,CPRD_intervert_disc
N129100,CPRD_intervert_disc
N129200,CPRD_intervert_disc
N129300,CPRD_intervert_disc
N129.00,CPRD_intervert_disc
N129.11,CPRD_intervert_disc
N129z00,CPRD_intervert_disc
N12B000,CPRD_intervert_disc
N12B100,CPRD_intervert_disc
N12B200,CPRD_intervert_disc
N12B.00,CPRD_intervert_disc
N12C000,CPRD_intervert_disc
N12C100,CPRD_intervert_disc
N12C200,CPRD_intervert_disc
N12C300,CPRD_intervert_disc
N12C400,CPRD_intervert_disc
N12C.00,CPRD_intervert_disc
N12..00,CPRD_intervert_disc
N12z000,CPRD_intervert_disc
N12z100,CPRD_intervert_disc
N12z200,CPRD_intervert_disc
N12z300,CPRD_intervert_disc
N12z500,CPRD_intervert_disc
N12z600,CPRD_intervert_disc
N12z700,CPRD_intervert_disc
N12z900,CPRD_intervert_disc
N12zB00,CPRD_intervert_disc
N12zD00,CPRD_intervert_disc
N12zE00,CPRD_intervert_disc
N12zF00,CPRD_intervert_disc
N12zH00,CPRD_intervert_disc
N12z.00,CPRD_intervert_disc
N12zz00,CPRD_intervert_disc
Nyu7000,CPRD_intervert_disc
Nyu7100,CPRD_intervert_disc
Nyu7200,CPRD_intervert_disc
Nyu7300,CPRD_intervert_disc
Nyu7400,CPRD_intervert_disc
Nyu7500,CPRD_intervert_disc
Nyu7600,CPRD_intervert_disc
Nyu7700,CPRD_intervert_disc
Nyu7B00,CPRD_intervert_disc
Zw04000,CPRD_intervert_disc
Zw04100,CPRD_intervert_disc
Zw04200,CPRD_intervert_disc
F282.00,CPRD_intracranial_htn
F282.11,CPRD_intracranial_htn
4H23.00,CPRD_intrauterine_hypoxia
L263000,CPRD_intrauterine_hypoxia
L263100,CPRD_intrauterine_hypoxia
L263200,CPRD_intrauterine_hypoxia
L263400,CPRD_intrauterine_hypoxia
L263500,CPRD_intrauterine_hypoxia
L263600,CPRD_intrauterine_hypoxia
L263700,CPRD_intrauterine_hypoxia
L263.00,CPRD_intrauterine_hypoxia
L263.11,CPRD_intrauterine_hypoxia
L263.14,CPRD_intrauterine_hypoxia
L263z00,CPRD_intrauterine_hypoxia
Lyu4800,CPRD_intrauterine_hypoxia
Q212000,CPRD_intrauterine_hypoxia
Q212100,CPRD_intrauterine_hypoxia
Q212200,CPRD_intrauterine_hypoxia
Q212.00,CPRD_intrauterine_hypoxia
Q212.11,CPRD_intrauterine_hypoxia
Q212z00,CPRD_intrauterine_hypoxia
Q213000,CPRD_intrauterine_hypoxia
Q213100,CPRD_intrauterine_hypoxia
Q213200,CPRD_intrauterine_hypoxia
Q213.00,CPRD_intrauterine_hypoxia
Q213.11,CPRD_intrauterine_hypoxia
Q213z00,CPRD_intrauterine_hypoxia
Q214000,CPRD_intrauterine_hypoxia
Q214100,CPRD_intrauterine_hypoxia
Q214200,CPRD_intrauterine_hypoxia
Q214.00,CPRD_intrauterine_hypoxia
Q214.11,CPRD_intrauterine_hypoxia
Q214z00,CPRD_intrauterine_hypoxia
Q21..00,CPRD_intrauterine_hypoxia
Q21..11,CPRD_intrauterine_hypoxia
Q21..12,CPRD_intrauterine_hypoxia
Q311000,CPRD_intrauterine_hypoxia
Z264800,CPRD_intrauterine_hypoxia
Z264900,CPRD_intrauterine_hypoxia
Z264A00,CPRD_intrauterine_hypoxia
Z264B00,CPRD_intrauterine_hypoxia
N043000,CPRD_juv_arth
N043100,CPRD_juv_arth
N043200,CPRD_juv_arth
N043300,CPRD_juv_arth
N043.00,CPRD_juv_arth
N043z00,CPRD_juv_arth
N045000,CPRD_juv_arth
N045100,CPRD_juv_arth
N045200,CPRD_juv_arth
N045300,CPRD_juv_arth
N045400,CPRD_juv_arth
N045500,CPRD_juv_arth
N045600,CPRD_juv_arth
N045.00,CPRD_juv_arth
Nyu1500,CPRD_juv_arth
A173200,CPRD_keratitis
A173400,CPRD_keratitis
A532100,CPRD_keratitis
A544200,CPRD_keratitis
A544300,CPRD_keratitis
A55x000,CPRD_keratitis
A771.00,CPRD_keratitis
A776.00,CPRD_keratitis
A903.00,CPRD_keratitis
A984300,CPRD_keratitis
AD67000,CPRD_keratitis
F4A1.00,CPRD_keratitis
F4A2000,CPRD_keratitis
F4A2100,CPRD_keratitis
F4A2112,CPRD_keratitis
F4A2200,CPRD_keratitis
F4A2300,CPRD_keratitis
F4A2400,CPRD_keratitis
F4A2500,CPRD_keratitis
F4A2.00,CPRD_keratitis
F4A2z00,CPRD_keratitis
F4A3000,CPRD_keratitis
F4A3300,CPRD_keratitis
F4A3400,CPRD_keratitis
F4A3.00,CPRD_keratitis
F4A3z00,CPRD_keratitis
F4A4000,CPRD_keratitis
F4A4100,CPRD_keratitis
F4A4.00,CPRD_keratitis
F4A4z00,CPRD_keratitis
F4A5000,CPRD_keratitis
F4A5100,CPRD_keratitis
F4A5200,CPRD_keratitis
F4A5400,CPRD_keratitis
F4A5500,CPRD_keratitis
F4A5.00,CPRD_keratitis
F4A5z00,CPRD_keratitis
F4A..00,CPRD_keratitis
F4A..11,CPRD_keratitis
F4Ay.00,CPRD_keratitis
F4Az.00,CPRD_keratitis
FyuD100,CPRD_keratitis
FyuD200,CPRD_keratitis
FyuDA00,CPRD_keratitis
7A54A00,CPRD_leiomyoma
7E06111,CPRD_leiomyoma
7E0DC00,CPRD_leiomyoma
B780.00,CPRD_leiomyoma
B781.00,CPRD_leiomyoma
B781.11,CPRD_leiomyoma
B782.00,CPRD_leiomyoma
B78..00,CPRD_leiomyoma
B78..11,CPRD_leiomyoma
B78z.00,CPRD_leiomyoma
BBK0000,CPRD_leiomyoma
BBK0011,CPRD_leiomyoma
BBK0300,CPRD_leiomyoma
BBK0500,CPRD_leiomyoma
BBK0600,CPRD_leiomyoma
BBK0.00,CPRD_leiomyoma
BBK0z00,CPRD_leiomyoma
1429.00,CPRD_leukaemia
B624000,CPRD_leukaemia
B624300,CPRD_leukaemia
B624.00,CPRD_leukaemia
B624.11,CPRD_leukaemia
B624.12,CPRD_leukaemia
B624z00,CPRD_leukaemia
B640000,CPRD_leukaemia
B640.00,CPRD_leukaemia
B641000,CPRD_leukaemia
B641011,CPRD_leukaemia
B641100,CPRD_leukaemia
B641200,CPRD_leukaemia
B641300,CPRD_leukaemia
B641.00,CPRD_leukaemia
B641.11,CPRD_leukaemia
B642.00,CPRD_leukaemia
B64..00,CPRD_leukaemia
B64..11,CPRD_leukaemia
B64y100,CPRD_leukaemia
B64y200,CPRD_leukaemia
B64y300,CPRD_leukaemia
B64y400,CPRD_leukaemia
B64y500,CPRD_leukaemia
B64y.00,CPRD_leukaemia
B64yz00,CPRD_leukaemia
B64z.00,CPRD_leukaemia
B650.00,CPRD_leukaemia
B651100,CPRD_leukaemia
B651200,CPRD_leukaemia
B651300,CPRD_leukaemia
B651.00,CPRD_leukaemia
B651.11,CPRD_leukaemia
B651z00,CPRD_leukaemia
B652.00,CPRD_leukaemia
B653000,CPRD_leukaemia
B653100,CPRD_leukaemia
B653.00,CPRD_leukaemia
B654.00,CPRD_leukaemia
B65..00,CPRD_leukaemia
B65y100,CPRD_leukaemia
B65yz00,CPRD_leukaemia
B65z.00,CPRD_leukaemia
B660.00,CPRD_leukaemia
B661.00,CPRD_leukaemia
B662.00,CPRD_leukaemia
B663.00,CPRD_leukaemia
B66..00,CPRD_leukaemia
B66..11,CPRD_leukaemia
B66..12,CPRD_leukaemia
B66y.00,CPRD_leukaemia
B66yz00,CPRD_leukaemia
B66z.00,CPRD_leukaemia
B670.00,CPRD_leukaemia
B670.11,CPRD_leukaemia
B672.00,CPRD_leukaemia
B672.11,CPRD_leukaemia
B673.00,CPRD_leukaemia
B674.00,CPRD_leukaemia
B675.00,CPRD_leukaemia
B677.00,CPRD_leukaemia
B67..00,CPRD_leukaemia
B67y000,CPRD_leukaemia
B67y.00,CPRD_leukaemia
B67yz00,CPRD_leukaemia
B67z.00,CPRD_leukaemia
B680.00,CPRD_leukaemia
B681.00,CPRD_leukaemia
B682.00,CPRD_leukaemia
B68..00,CPRD_leukaemia
B68y.00,CPRD_leukaemia
B68z.00,CPRD_leukaemia
B690.00,CPRD_leukaemia
B691.00,CPRD_leukaemia
B692.00,CPRD_leukaemia
B693.00,CPRD_leukaemia
B69..00,CPRD_leukaemia
BBr0000,CPRD_leukaemia
BBr0100,CPRD_leukaemia
BBr0111,CPRD_leukaemia
BBr0112,CPRD_leukaemia
BBr0113,CPRD_leukaemia
BBr0200,CPRD_leukaemia
BBr0300,CPRD_leukaemia
BBr0400,CPRD_leukaemia
BBr0.00,CPRD_leukaemia
BBr0z00,CPRD_leukaemia
BBr2000,CPRD_leukaemia
BBr2011,CPRD_leukaemia
BBr2100,CPRD_leukaemia
BBr2300,CPRD_leukaemia
BBr2500,CPRD_leukaemia
BBr2600,CPRD_leukaemia
BBr2700,CPRD_leukaemia
BBr2.00,CPRD_leukaemia
BBr4000,CPRD_leukaemia
BBr4.00,CPRD_leukaemia
BBr4z00,CPRD_leukaemia
BBr6000,CPRD_leukaemia
BBr6011,CPRD_leukaemia
BBr6100,CPRD_leukaemia
BBr6200,CPRD_leukaemia
BBr6300,CPRD_leukaemia
BBr6311,CPRD_leukaemia
BBr6600,CPRD_leukaemia
BBr6700,CPRD_leukaemia
BBr6800,CPRD_leukaemia
